,Episode,Description,Link
409,"Bryan Callen on Eating Corgis (Yes, The Dogs) and Improving Creativity (#47)","""If we can write a high school movie, then we can make a high school movie."" -- Seth Rogen This episode features a dynamic duo. Seth Rogen (@SethRogen) is an actor, writer, producer, and director. Evan Goldberg (@EvanDGoldberg) is a Canadian director, screenwriter, and producer. Together, they get into a lot of mischief and create amazing comedy. They’ve collaborated…",https://tim.blog/2014/12/01/bryan-callen/
410,"The Random Show: Hating Tech, Hidden Japanese Gems, Sexual Awkwardness, and More (#46)","Coming to you from a late night in rural Japan, this is a special edition of The Random Show. Per usual for The Random Show, I am joined by Kevin Rose (@KevinRose), serial entrepreneur, world-class investor, and all around wild and crazy guy. We discuss Japan and how to do…",https://tim.blog/2014/11/25/the-random-show-hating-tech-hidden-japanese-gems-sexual-awkwardness-and-more/
411,"Nick Ganju on The Majesty of Ping Pong, Poker, and How to Write Hit Songs (#45)","""I’ve shared that a lot more openly, and it’s been one of the best medicines that I’ve found. It’s liberating. Talking about grief has been something that’s unlocked a lot of happiness for me."" — Nick Norris Nick Norris (@nick_norris1981) is a graduate of both the United States Naval Academy…",https://tim.blog/2014/11/21/nick-ganju/
412,"Margaret Cho on Comedy, Bisexuality, and The Slow-Carb Diet (#43)","""You can't own results. You can only own initiative."" - Aisha Tyler Aisha Tyler (@aishatyler on Twitter, Instagram, and Vimeo) is an award-winning director, actor, comedian, bestselling author, podcaster, and activist. She’s amazing. If you enjoyed my episodes with Brandon Stanton, Debbie Millman, or Adam Robinson, among others, you will love…",https://tim.blog/2014/11/10/margaret-cho/
413,"Rolf Potts on Travel Tactics, Creating Time Wealth, and Lateral Thinking (#41 & #42)",No description for the person found,https://tim.blog/2014/11/04/rolf-potts/
414,"The Unusual Books That Shaped Billionaires, Mega-Bestselling Authors, and Other Prodigies",No description for the person found,https://tim.blog/2014/10/29/the-books-that-shaped-billionaires-mega-bestselling-authors-and-other-prodigies/
415,"Andrew Zimmern on Simple Cooking Tricks, Developing TV, and Addiction (#40)","""Anger doesn't help to create quality."" - Eric Ripert Eric Ripert (@ericripert) is recognized as one of the best chefs in the world. In 1995, at just 29 years old, he earned a four-star rating from The New York Times. Twenty years later and for the fifth consecutive time, Le…",https://tim.blog/2014/10/28/andrew-zimmern-on-simple-cooking-tricks-developing-tv-and-addiction/
416,"Maria Popova on Writing, Workflow, and Workarounds (#39)","""Life is a continual process of arrival into who we are."" - Maria Popova Maria Popova (@brainpicker) has written for amazing outlets like The Atlantic and The New York Times, but I find her most amazing project to be BrainPickings.org. Founded in 2006 as a weekly email to seven friends, BrainPickings now…",https://tim.blog/2014/10/21/brain-pickings/
417,"Tony Robbins on Morning Routines, Peak Performance, and Mastering Money (#37 & #38)","""I love quotes...but, in the end, knowledge has to be converted to action or it's worthless."" - Tony Robbins I'm very pleased to welcome Tony Robbins (@tonyrobbins) back to the show. (You can check out our previous in-depth conversations here: Part 1 and Part 2). For those of you that…",https://tim.blog/2014/10/15/money-master-the-game/
418,Ramit Sethi on Persuasion and Turning a Blog Into a Multi-Million-Dollar Business (#33 & #34),"""Most of us should spend less time on most decisions and we should spend a lot more time on a few key decisions."" — Ramit Sethi Ramit Sethi, (@ramit) author of the New York Times bestseller I Will Teach You To Be Rich, has become a financial guru to millions…",https://tim.blog/2014/10/09/ramit-sethi-on-persuasion-and-turning-a-blog-into-a-multi-million-dollar-business/
419,Tony Robbins and Peter Diamandis (XPRIZE) on the Magic of Thinking BIG (#35),"""I love quotes...but, in the end, knowledge has to be converted to action or it's worthless."" - Tony Robbins I'm very pleased to welcome Tony Robbins (@tonyrobbins) back to the show. (You can check out our previous in-depth conversations here: Part 1 and Part 2). For those of you that…",https://tim.blog/2014/10/07/global-learning-xprize/
420,"The Tim Ferriss Show: Tracy DiNunzio on Rapid Growth and Rapid Learning (#30, #31 and #32)","""I like to make promises that I'm not sure I can keep, and then figure out how to keep them."" - Sophia Amoruso Sophia Amoruso (@Sophia_Amoruso) is the Founder and Executive Chairman of Nasty Gal, a global online destination for both new and vintage clothing, shoes, and accessories. Founded in 2006, Nasty…",https://tim.blog/2014/09/30/the-tim-ferriss-show-tracy-dinunzio-on-rapid-growth-and-rapid-learning/
421,"The Tim Ferriss Show: Interview with Peter Thiel, Billionaire Investor and Company Creator (#28)","""We need to realize that we know how to impart expertise, but we don't know how to impart creativity or genius."" - Eric Weinstein My guest this episode is my friend, Eric Weinstein (@ericrweinstein), managing director of Thiel Capital, a Ph.D in mathematical physics from Harvard, and a research fellow at…",https://tim.blog/2014/09/09/peter-thiel/
422,"The Tim Ferriss Show: Interview of Kevin Kelly, Co-Founder of WIRED, Polymath, Most Interesting Man In The World? (#25, #26 & #27)","Kevin Kelly (@kevin2kelly) might be the real-life Most Interesting Man In The World. I've always wanted to travel with him, and we recently headed to Uzbekistan together. This episode covers some of our favorite travel tools. Kevin is Senior Maverick at Wired Magazine, which he co-founded in 1993. He also co-founded…",https://tim.blog/2014/08/29/kevin-kelly/
423,"The Random Show — Gut Bacteria, Meditation, Startups, and More (#24)",No description for the person found,https://tim.blog/2014/08/22/the-random-show-episode-25-gut-bacteria-meditation-startups-and-more/
424,"The Tim Ferriss Show: Ed Catmull, President of Pixar, on Steve Jobs, Stories, and Lessons Learned (#22)","""Be useful."" - Scott Adams Scott Adams (@scottadamssays) is the creator of the Dilbert comic strip, which has been published in more than 2,000 newspapers in 57 countries and in 19 languages. In my conversation with Scott, we cover topics ranging from the rise of Dilbert, to how he uses…",https://tim.blog/2014/08/12/ed-catmull/
425,"The Tim Ferriss Show: Mike Shinoda of Linkin Park – Making Art, Making Music, Getting To 60+ Million Albums (#21)","Hey Tim, I’m visiting Tokyo and I just went to @home maid cafe as part of a suggestion I saw you make on Trippy.  It was pretty interesting, I don’t know if I like people calling me “Master”, but overall a lot of fun.  Our maid actually lived 6 years in my hometown and went to a neighbouring high school for her high school years.  WEIRD!  Moe moe kyuuu… haha.",https://tim.blog/2014/08/04/mike-shinoda/
426,"The Tim Ferriss Show: Dan Carlin – Hardcore History, Building Podcasts, Creativity, and More (#20)","""Just because you love something doesn’t mean you can’t suck at it."" - Mike Rowe Mike Rowe (@mikeroweworks) is perhaps the best storyteller and pitchman I've ever had on the show. You might know Mike from his eight seasons of Dirty Jobs, but that's just a tiny piece of the story. His performing career began in 1984 when…",https://tim.blog/2014/07/29/the-tim-ferriss-show-episode-20-dan-carlin-hardcore-history-building-podcasts-creativity-and-more/
427,"The Tim Ferriss Show: James Altucher on How to Say ""No,"" Fail Better, and Build Businesses (#18)","""Storytelling has a power that goes well beyond the sum of its parts."" - Stephen Dubner Stephen J. Dubner (@Freakonomics) returns to the show. He is an award-winning author, journalist, and radio and TV personality. He is best-known for writing, along with the economist Steven D. Levitt, Freakonomics (2005), SuperFreakonomics (2009), and Think Like a Freak (2014),…",https://tim.blog/2014/07/11/james-altucher/
428,"The Tim Ferriss Show: Joe De Sena on Grit, Endurance, and Building Empires (#16)","""I'm not the strongest. I'm not the fastest. But I'm really good at suffering."" - Amelia Boone Amelia Boone (@ameliaboone) has been called the Michael Jordan of obstacle course racing (OCR). This episode explores her training, nutrition, rehab, ""pre-hab,"" and more. In a sense, Amelia is more impressive than MJ,…",https://tim.blog/2014/07/01/spartan-race/
429,"The Tim Ferriss Podcast: Neil Strauss, Author of The Game (#15)","Neil is a close friend, and this is one of my favorite conversations we’ve had together. Please ping him on Twitter (@neilstrauss) to let him know what you thought.",https://tim.blog/2014/06/24/neil-strauss/
430,"The Tim Ferriss Show: Sam Harris, PhD, on Spirituality, Neuroscience, Meditation, and More (#14)","Once you’ve listening to this episode, let Sam (@samharrisorg) know on Twitter what you found most valuable or compelling.",https://tim.blog/2014/06/18/sam-harris/
431,"Not-To-Do Lists, Drugs, and Other Productivity Tricks",No description for the person found,https://tim.blog/2014/06/16/not-to-do-lists-drugs-and-other-productivity-tricks/
432,"The Tim Ferriss Show: Dr. Rhonda Patrick on Life Extension, Performance, and Much More (#12)",Rhonda on Twitter – @foundmyfitness,https://tim.blog/2014/06/10/the-tim-ferriss-show-rhonda-patrick-life-extension/
433,"The Tim Ferriss Show: Brian Koppelman, Co-writer/Producer of Rounders, The Illusionist, Ocean's Thirteen (#10)","Show notes and links are below, and please let Brian (@briankoppelman) know on Twitter what you found most valuable or hilarious. He’s a good dude and loves to teach.",https://tim.blog/2014/06/04/brian-koppelman-screenwriter/
434,"The Tim Ferriss Show: Chase Jarvis, Master Photographer (#8)","Show notes and links are below, and please let Chase (@ChaseJarvis) know what you found most interesting or valuable.  He’s a good dude and would love to hear from you.",https://tim.blog/2014/05/26/the-tim-ferriss-show-episode-8-chase-jarvis-master-photographer/
435,"The Tim Ferriss Show: Stephen Dubner, Co-Author of Freakonomics (#7)","Stephen J. Dubner (@Freakonomics) is an award-winning author, journalist, and radio and TV personality.",https://tim.blog/2014/05/19/think-like-a-freak/
436,The Tim Ferriss Podcast:  Filmmaker Jason Silva (#5),"""If I had to prescribe two things to improve health and happiness in the world, it's movement and play."" - Jason Nemer My guest on this episode of the podcast is Jason Nemer (@jasonnemer), co-founder of AcroYoga. Jason is an incredible character, who travels the world with next to nothing.…",https://tim.blog/2014/05/14/jason-silva-brain-games/
437,The Tim Ferriss Podcast: Ryan Holiday (#4),"Ryan Holiday (@RyanHoliday) is a strategist and writer. He dropped out of college at 19 to apprentice under Robert Greene, author of The 48 Laws of Power, and later served as the director of marketing for American Apparel. His company, Brass Check, has advised clients like Google, TASER, and Complex,…",https://tim.blog/2014/05/06/the-tim-ferriss-podcast-episode-4-ryan-holiday/
